Type                                  Module                      Label             Process     
vector<reco::TrackExtra>              "displacedTracks"           ""                "fullsim"   
vector<reco::TrackExtra>              "electronGsfTracks"         ""                "fullsim"   
vector<reco::TrackExtra>              "generalTracks"             ""                "fullsim"   
vector<reco::TrackExtra>              "globalMuons"               ""                "fullsim"   
vector<reco::TrackExtra>              "lowPtGsfEleGsfTracks"      ""                "fullsim"   
vector<reco::TrackExtra>              "muonReducedTrackExtras"    ""                "fullsim"   
vector<reco::TrackExtra>              "refittedStandAloneMuons"   ""                "fullsim"   
vector<reco::TrackExtra>              "standAloneMuons"           ""                "fullsim"   
vector<reco::Vertex>                  "inclusiveSecondaryVertices"   ""                "fullsim"   
vector<reco::Vertex>                  "offlinePrimaryVertices"    ""                "fullsim"   
vector<reco::Vertex>                  "offlinePrimaryVerticesWithBS"   ""                "fullsim"   
vector<reco::VertexCompositePtrCandidate>    "inclusiveCandidateSecondaryVertices"   ""                "fullsim"   
vector<reco::VertexCompositePtrCandidate>    "inclusiveCandidateSecondaryVerticesCvsL"   ""                "fullsim"   
vector<unsigned char>                 "displacedTracks"           "QualityMasks"    "fullsim"   
vector<unsigned char>                 "generalTracks"             "QualityMasks"    "fullsim"   
